hotel,is_canceled,lead_time,arrival_date_month,arrival_date_day_of_month,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,city,temperature_2m_mean,rain_sum,people,same_room,total_stays
City Hotel - Delhi,0,100,September,26,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,123.3,0,1,Delhi,27.933336,0.4,2.0,Yes,2
City Hotel - Bangalore,0,126,May,4,BB,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,146.7,1,2,Bangalore,29.568748,0.1,3.0,No,1
City Hotel - Lucknow,0,226,August,6,BB,USA,Groups,TA/TO,0,0,0,0,No Deposit,1.0,96,Transient-Party,76.5,0,1,Lucknow,28.789583,4.6,2.0,Yes,2
City Hotel - Chennai,0,63,December,16,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,105.3,0,1,Chennai,24.797915,0.0,2.0,Yes,1
City Hotel - Indore,0,0,November,22,BB,PRT,Direct,Direct,0,0,0,3,No Deposit,0.0,0,Transient,139.0,0,0,Indore,20.295832,0.0,1.0,Yes,1
City Hotel - Goa,0,63,January,26,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,121.5,0,2,Goa,24.925001,0.0,3.0,Yes,1
City Hotel - Jaipur,0,168,February,7,BB,FRA,Online TA,TA/TO,0,0,0,2,No Deposit,9.0,0,Transient,126.41,0,2,Jaipur,14.920834,0.0,3.0,Yes,7
City Hotel - Goa,0,52,May,15,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,168.3,0,1,Goa,31.081247,2.8999999,3.0,No,1
City Hotel - Bhopal,0,226,August,6,BB,USA,Groups,TA/TO,0,0,0,0,No Deposit,1.0,96,Transient-Party,76.5,0,1,Bhopal,25.616667,2.0,2.0,Yes,2
City Hotel - Delhi,0,0,May,17,BB,FRA,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0,Transient-Party,68.85,1,2,Delhi,36.243748,0.0,1.0,No,1
City Hotel - Kolkata,0,149,May,27,BB,FRA,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0,Transient-Party,77.85,1,2,Kolkata,26.929169,47.699997,2.0,No,1
City Hotel - Pune,0,122,June,29,BB,AUT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,101.15,0,1,Pune,25.385416,1.7,2.0,Yes,10
City Hotel - Chennai,0,226,October,13,BB,USA,Groups,TA/TO,0,0,0,0,No Deposit,1.0,96,Transient-Party,64.25,0,0,Chennai,27.275,23.5,1.0,No,2
City Hotel - Delhi,0,163,December,23,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient-Party,118.8,0,1,Delhi,14.289581,1.4,2.0,Yes,2
City Hotel - Indore,0,0,April,20,BB,PRT,Complementary,Direct,0,0,0,2,No Deposit,0.0,0,Transient,0.0,1,2,Indore,31.139585,0.0,3.0,Yes,2
City Hotel - Goa,0,162,June,10,SC,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,96.13,1,0,Goa,25.104166,15.6,2.0,Yes,4
City Hotel - Lucknow,0,14,August,5,BB,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Contract,86.85,0,2,Lucknow,29.366669,0.8,2.0,Yes,2
City Hotel - Bhopal,0,259,August,8,BB,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Contract,95.85,1,2,Bhopal,23.977081,16.400002,2.0,Yes,2
City Hotel - Kochi,0,285,February,2,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Contract,95.4,0,1,Kochi,27.783339,0.4,2.0,Yes,3
City Hotel - Chandigarh,0,27,April,12,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,187.0,0,2,Chandigarh,27.5625,0.0,3.0,No,1
City Hotel - Kolkata,0,93,May,18,BB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,22.0,0,Transient,72.25,0,0,Kolkata,32.041668,0.0,2.0,Yes,1
City Hotel - Lucknow,0,226,November,4,BB,USA,Groups,TA/TO,0,0,0,0,No Deposit,1.0,96,Transient-Party,76.5,0,1,Lucknow,24.702085,0.0,2.0,No,2
City Hotel - Jaipur,0,226,April,12,BB,USA,Groups,TA/TO,0,0,0,0,No Deposit,1.0,96,Transient-Party,76.5,0,1,Jaipur,29.9625,0.0,2.0,Yes,2
City Hotel - Lucknow,0,65,July,22,BB,PRT,Groups,TA/TO,0,0,0,1,No Deposit,1.0,0,Transient-Party,0.0,0,0,Lucknow,30.037498,11.499999,1.0,Yes,2
City Hotel - Delhi,0,226,May,21,BB,USA,Groups,TA/TO,0,0,0,0,No Deposit,1.0,96,Transient-Party,64.25,0,0,Delhi,35.185413,0.0,1.0,No,2
City Hotel - Lucknow,0,226,April,1,BB,USA,Groups,TA/TO,0,0,0,0,No Deposit,1.0,96,Transient-Party,76.5,0,1,Lucknow,28.002083,0.0,2.0,Yes,2
City Hotel - Goa,0,85,February,8,BB,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,180.3,0,2,Goa,27.679167,0.0,4.0,No,6
City Hotel - Goa,0,163,August,26,SC,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient-Party,94.5,0,0,Goa,24.481255,46.499992,2.0,Yes,2
City Hotel - Goa,0,0,May,16,BB,AUS,Online TA,TA/TO,0,0,0,0,No Deposit,7.0,0,Transient,101.18,0,0,Goa,30.55625,5.3,1.0,Yes,1
City Hotel - Kochi,0,153,March,2,BB,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,109.8,0,1,Kochi,28.900002,0.0,2.0,No,2
City Hotel - Delhi,0,171,November,11,BB,ITA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,95.2,0,1,Delhi,23.958334,0.0,2.0,Yes,4
City Hotel - Lucknow,0,1,July,12,BB,NOR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,160.0,0,2,Lucknow,29.827085,2.9999998,2.0,Yes,1
City Hotel - Delhi,0,63,May,7,SC,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,103.5,1,2,Delhi,34.083336,0.0,2.0,Yes,1
City Hotel - Kochi,0,115,March,11,BB,IRL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,99.9,0,1,Kochi,27.554167,11.099999,1.0,Yes,1
City Hotel - Goa,0,129,April,20,BB,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,7.0,0,Transient,139.99,0,2,Goa,30.104164,0.9,3.0,Yes,2
City Hotel - Kolkata,0,37,May,21,SC,CN,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0,Transient,131.03,0,1,Kolkata,29.231253,10.1,1.0,Yes,4
City Hotel - Lucknow,0,63,December,3,SC,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,94.5,0,2,Lucknow,20.152082,0.0,2.0,Yes,1
City Hotel - Mumbai,0,51,September,19,HB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,228.6,1,2,Mumbai,26.868746,1.1,3.0,No,1
City Hotel - Bangalore,0,148,May,4,BB,SWE,Online TA,TA/TO,0,0,0,0,No Deposit,7.0,0,Transient,79.2,0,1,Bangalore,29.568748,0.1,2.0,Yes,5
City Hotel - Indore,0,0,June,28,SC,USA,Online TA,TA/TO,0,0,0,0,No Deposit,152.0,0,Transient,82.66,0,0,Indore,26.487497,14.0,2.0,Yes,1
City Hotel - Ahmedabad,0,0,August,20,SC,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,152.0,0,Transient,103.32,0,1,Ahmedabad,28.10417,2.2999997,2.0,Yes,1
City Hotel - Chandigarh,0,17,November,26,BB,ESP,Online TA,TA/TO,0,0,0,3,No Deposit,9.0,0,Transient-Party,196.0,1,2,Chandigarh,18.0875,0.0,3.0,No,1
City Hotel - Lucknow,0,172,June,26,BB,SWE,Online TA,TA/TO,0,0,0,0,No Deposit,7.0,0,Transient,72.84,0,1,Lucknow,31.189589,11.6,2.0,Yes,7
City Hotel - Pune,0,125,October,13,HB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,22.0,0,Transient,84.58,0,1,Pune,24.145834,7.9,3.0,Yes,7
City Hotel - Kolkata,0,125,May,23,HB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,22.0,0,Transient,68.0,0,0,Kolkata,30.462502,1.0,1.0,Yes,7
City Hotel - Bhopal,0,121,April,12,BB,DNK,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,105.3,0,0,Bhopal,25.904165,9.099999,2.0,Yes,2
City Hotel - Mumbai,0,31,March,26,BB,JPN,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,118.0,0,Transient,80.0,0,2,Mumbai,27.695833,0.0,1.0,Yes,3
City Hotel - Goa,0,71,May,10,BB,ISR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,146.7,1,2,Goa,30.71875,0.0,3.0,Yes,1
City Hotel - Chennai,0,104,May,16,BB,ITA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,123.3,0,0,Chennai,28.254168,17.400002,2.0,Yes,4
City Hotel - Pune,0,104,April,20,BB,ITA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,142.2,0,2,Pune,30.591667,0.0,3.0,Yes,4
City Hotel - Chandigarh,0,175,September,1,SC,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,85.5,0,1,Chandigarh,29.4125,2.2,2.0,Yes,2
City Hotel - Bangalore,0,175,January,5,SC,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient-Party,85.5,0,1,Bangalore,22.499998,1.0,2.0,Yes,2
City Hotel - Jaipur,0,104,February,6,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,142.2,0,2,Jaipur,14.410416,0.0,3.0,Yes,4
City Hotel - Lucknow,0,104,August,15,BB,ITA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,123.3,0,2,Lucknow,29.293749,4.3,2.0,Yes,4
City Hotel - Bangalore,0,105,November,6,BB,ROU,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,118.0,0,Transient,96.9,0,1,Bangalore,22.758333,0.1,3.0,Yes,4
City Hotel - Mumbai,0,67,April,5,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,85.0,0,Transient,72.25,0,0,Mumbai,29.599998,0.0,2.0,Yes,2
City Hotel - Goa,0,153,May,16,BB,BRA,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0,Transient,130.5,1,2,Goa,30.55625,5.3,3.0,No,2
City Hotel - Mumbai,0,186,November,4,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,90.95,0,1,Mumbai,27.970827,0.0,2.0,Yes,4
City Hotel - Indore,0,175,May,12,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient-Party,112.5,0,2,Indore,33.622913,0.0,3.0,Yes,2
City Hotel - Bangalore,0,175,February,21,SC,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,85.5,0,1,Bangalore,25.635416,0.0,2.0,Yes,2
City Hotel - Goa,0,175,February,3,SC,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,85.5,0,1,Goa,25.000002,0.0,2.0,Yes,2
City Hotel - Bhopal,0,74,November,17,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,142.5,0,0,Bhopal,22.25,0.0,3.0,Yes,3
City Hotel - Jaipur,0,237,January,6,BB,BEL,Direct,Direct,0,0,0,0,No Deposit,14.0,0,Transient-Party,6.0,0,1,Jaipur,10.704165,0.0,2.0,Yes,1
City Hotel - Ahmedabad,0,237,January,8,BB,BEL,Direct,Direct,0,0,0,0,No Deposit,14.0,0,Transient-Party,81.45,0,0,Ahmedabad,22.114584,0.0,2.0,Yes,1
City Hotel - Delhi,0,172,January,27,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient-Party,108.3,1,1,Delhi,12.849999,0.0,2.0,Yes,3
City Hotel - Goa,0,172,November,19,BB,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient-Party,140.7,1,2,Goa,27.53333,0.0,3.0,Yes,3
City Hotel - Indore,0,59,December,6,BB,JPN,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,99.9,0,1,Indore,22.441668,0.0,1.0,Yes,2
City Hotel - Kochi,0,147,August,6,BB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,22.0,0,Transient,84.58,0,1,Kochi,25.943748,1.7000002,3.0,No,3
City Hotel - Chandigarh,0,295,January,26,BB,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Contract,95.4,0,1,Chandigarh,12.054169,0.0,2.0,Yes,4
City Hotel - Goa,0,102,September,1,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,189.3,0,0,Goa,24.96875,11.3,4.0,Yes,3
City Hotel - Pune,0,175,January,7,SC,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,85.5,0,1,Pune,22.783333,0.8,2.0,Yes,2
City Hotel - Pune,0,175,December,28,SC,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,85.5,0,1,Pune,23.895836,0.2,2.0,Yes,2
City Hotel - Goa,0,175,September,28,SC,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient-Party,85.5,0,2,Goa,25.88958,1.8000001,2.0,Yes,2
City Hotel - Bhopal,0,145,April,20,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,142.2,0,1,Bhopal,31.85417,0.0,3.0,Yes,2
City Hotel - Kolkata,0,31,June,17,BB,FRA,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0,Transient,161.1,1,0,Kolkata,32.502087,0.0,3.0,No,2
City Hotel - Chennai,0,96,April,22,BB,BEL,Direct,Direct,0,0,0,0,No Deposit,14.0,0,Transient,94.5,0,0,Chennai,30.506256,0.0,2.0,Yes,2
City Hotel - Bhopal,0,65,February,15,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,137.7,0,2,Bhopal,20.083334,0.0,3.0,Yes,2
City Hotel - Bhopal,0,65,January,22,SC,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,94.5,0,1,Bhopal,15.122916,0.0,2.0,Yes,2
City Hotel - Mumbai,0,65,May,6,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,137.7,0,2,Mumbai,29.102081,0.0,3.0,Yes,2
City Hotel - Kochi,0,126,June,1,HB,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,134.18,0,1,Kochi,27.145834,12.099999,2.0,Yes,7
City Hotel - Mumbai,0,196,March,22,BB,BEL,Direct,Direct,0,0,0,0,No Deposit,0.0,0,Transient-Party,79.27,0,0,Mumbai,26.783333,0.0,2.0,Yes,5
City Hotel - Delhi,0,12,August,14,SC,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,139.0,0,0,Delhi,28.041666,7.8,2.0,Yes,1
City Hotel - Chandigarh,0,196,June,2,BB,BEL,Direct,Direct,0,0,0,0,No Deposit,0.0,0,Transient-Party,79.26,0,0,Chandigarh,34.45625,0.0,2.0,Yes,5
City Hotel - Bhopal,0,12,October,20,SC,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,139.0,0,0,Bhopal,23.514582,0.0,2.0,Yes,1
City Hotel - Pune,0,134,June,25,BB,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,113.62,0,1,Pune,25.78125,4.0,2.0,No,12
City Hotel - Pune,0,144,April,7,BB,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,105.3,0,1,Pune,29.627083,0.0,2.0,Yes,2
City Hotel - Goa,0,4,April,4,BB,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,141.0,0,1,Goa,29.574997,0.0,2.0,Yes,2
City Hotel - Mumbai,0,153,October,29,BB,PRT,Online TA,TA/TO,0,0,0,2,No Deposit,9.0,0,Transient,134.3,0,2,Mumbai,27.556253,0.0,3.0,Yes,4
City Hotel - Bangalore,0,94,November,6,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,123.3,0,0,Bangalore,22.758333,0.1,2.0,Yes,4
City Hotel - Kochi,0,0,May,9,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,131.0,0,0,Kochi,28.889582,15.5,2.0,Yes,1
City Hotel - Jaipur,0,49,March,9,BB,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,135.9,0,1,Jaipur,20.220833,0.0,2.0,Yes,2
City Hotel - Kolkata,0,160,January,18,BB,NLD,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,105.3,0,0,Kolkata,17.227083,14.700001,2.0,Yes,1
City Hotel - Ahmedabad,0,62,April,13,HB,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,173.25,1,2,Ahmedabad,31.716661,0.0,3.0,Yes,2
City Hotel - Ahmedabad,0,2,July,4,SC,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,119.0,0,1,Ahmedabad,29.574999,11.8,2.0,Yes,1
City Hotel - Ahmedabad,0,18,February,26,BB,NLD,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0,Transient,187.0,0,0,Ahmedabad,25.516665,0.0,3.0,No,2
City Hotel - Pune,0,67,June,29,SC,ITA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,94.5,0,1,Pune,25.385416,1.7,2.0,Yes,2
City Hotel - Kochi,0,3,December,16,BB,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,131.0,0,0,Kochi,26.714582,0.0,2.0,Yes,1
City Hotel - Bhopal,0,132,May,14,BB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,85.0,0,Transient,72.25,0,0,Bhopal,31.937498,4.0,2.0,Yes,6
City Hotel - Kochi,0,24,November,7,SC,CHE,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,139.0,0,1,Kochi,26.78125,5.6,2.0,Yes,2
City Hotel - Mumbai,0,99,January,16,BB,DNK,Online TA,TA/TO,0,0,0,0,No Deposit,8.0,0,Transient,269.3,0,2,Mumbai,22.120832,0.0,5.0,Yes,3
City Hotel - Bangalore,0,64,June,16,SC,MEX,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,103.5,0,0,Bangalore,23.92292,1.0,2.0,Yes,1
City Hotel - Indore,0,64,January,15,BB,MEX,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,137.7,0,0,Indore,17.697914,0.0,3.0,No,1
City Hotel - Delhi,0,64,February,5,SC,MEX,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,94.5,0,0,Delhi,14.099998,0.2,2.0,Yes,1
City Hotel - Bangalore,0,0,June,11,SC,PRT,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0,Transient,119.0,0,0,Bangalore,23.533333,0.6,1.0,Yes,2
City Hotel - Goa,0,83,February,17,BB,PRT,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0,Transient,97.54,0,1,Goa,27.252083,0.0,2.0,Yes,3
City Hotel - Pune,0,82,December,1,BB,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,97.54,0,1,Pune,23.570833,0.0,2.0,Yes,3
City Hotel - Indore,0,80,March,24,SC,FRA,Online TA,TA/TO,0,0,0,1,No Deposit,8.0,0,Transient,94.5,0,1,Indore,28.995832,0.0,1.0,Yes,2
City Hotel - Pune,0,39,February,9,BB,PRT,Corporate,Corporate,0,0,0,0,No Deposit,0.0,0,Transient,67.0,1,0,Pune,23.647919,0.0,1.0,Yes,1
City Hotel - Mumbai,0,165,July,12,BB,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,99.45,0,2,Mumbai,25.862503,93.799995,2.0,Yes,5
City Hotel - Chennai,0,144,February,29,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,22.0,0,Transient,96.9,0,0,Chennai,27.339586,0.0,3.0,Yes,4
City Hotel - Kochi,0,72,December,13,BB,DNK,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,122.4,0,1,Kochi,25.616669,15.200001,2.0,Yes,5
City Hotel - Goa,0,148,November,4,BB,CN,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0,Transient,118.15,0,0,Goa,26.9,0.3,3.0,No,5
City Hotel - Indore,0,148,December,23,BB,CN,Online TA,TA/TO,0,0,0,3,No Deposit,9.0,0,Transient,133.45,0,2,Indore,20.7625,0.0,3.0,No,5
City Hotel - Goa,0,100,October,19,SC,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,94.5,0,1,Goa,26.133333,9.2,2.0,Yes,3
City Hotel - Indore,0,95,June,3,BB,MOZ,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,139.7,0,2,Indore,33.118748,0.3,3.0,Yes,9
City Hotel - Pune,0,110,May,8,BB,Other,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,121.05,0,0,Pune,29.15833,0.0,2.0,Yes,4
City Hotel - Kochi,0,127,November,12,SC,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,94.5,0,1,Kochi,26.833336,2.1999998,2.0,Yes,1
City Hotel - Mumbai,0,39,August,9,BB,PRT,Corporate,Corporate,0,0,0,0,No Deposit,0.0,0,Transient,67.0,1,0,Mumbai,26.045832,15.299999,1.0,Yes,1
City Hotel - Delhi,0,118,May,5,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,186.3,0,1,Delhi,33.641663,0.0,4.0,Yes,2
City Hotel - Kochi,0,186,August,2,BB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,22.0,0,Transient,96.9,0,1,Kochi,25.885416,1.5000001,3.0,No,4
City Hotel - Jaipur,0,188,January,12,BB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,79.0,0,Transient,72.76,0,2,Jaipur,13.910417,0.0,2.0,Yes,4
City Hotel - Chennai,0,136,February,11,BB,FRA,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0,Transient,75.0,0,0,Chennai,26.349998,0.0,2.0,Yes,3
City Hotel - Pune,0,119,October,10,BB,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,121.5,0,0,Pune,23.89583,4.2,3.0,No,3
City Hotel - Mumbai,0,136,November,27,BB,BEL,Groups,TA/TO,0,0,0,0,No Deposit,1.0,0,Transient,75.0,0,0,Mumbai,26.177086,0.0,2.0,Yes,3
City Hotel - Mumbai,0,42,June,7,BB,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,168.3,0,1,Mumbai,30.17292,1.5,3.0,Yes,2
City Hotel - Jaipur,0,110,October,4,BB,Other,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,139.95,0,1,Jaipur,27.674997,0.0,3.0,Yes,4
City Hotel - Lucknow,0,13,September,17,BB,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,187.0,0,1,Lucknow,25.947916,30.6,3.0,Yes,2
City Hotel - Bhopal,0,124,May,2,BB,NLD,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,42.0,0,Transient,72.25,0,0,Bhopal,29.264582,0.0,2.0,Yes,3
City Hotel - Mumbai,0,36,October,1,BB,PRT,Online TA,TA/TO,0,0,0,2,No Deposit,9.0,0,Transient,161.1,0,2,Mumbai,27.97083,0.6,3.0,No,1
City Hotel - Lucknow,0,97,July,20,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,7.0,0,Transient,104.96,0,2,Lucknow,31.47917,0.70000005,3.0,Yes,3
City Hotel - Jaipur,0,60,February,5,BB,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,137.7,0,2,Jaipur,15.556251,0.1,3.0,No,1
City Hotel - Bhopal,0,33,October,15,SC,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,125.1,0,1,Bhopal,25.510414,0.6,2.0,Yes,3
City Hotel - Ahmedabad,0,33,March,27,SC,FRA,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,125.1,0,1,Ahmedabad,33.131252,0.0,2.0,Yes,3
City Hotel - Delhi,0,178,January,7,BB,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,8.0,0,Transient,109.8,0,1,Delhi,10.7541685,0.0,2.0,No,3
City Hotel - Delhi,0,292,March,14,BB,PRT,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Contract,158.4,0,1,Delhi,21.75625,0.0,4.0,Yes,3
City Hotel - Pune,0,162,August,8,BB,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,121.5,0,2,Pune,24.0625,2.9,3.0,No,1
City Hotel - Mumbai,0,278,January,11,BB,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Contract,139.9,2,2,Mumbai,27.200003,0.0,3.0,No,3
City Hotel - Chandigarh,0,162,September,20,BB,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,121.5,0,2,Chandigarh,27.035418,0.0,3.0,No,1
City Hotel - Chennai,0,66,June,19,BB,NLD,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,130.5,1,2,Chennai,29.022917,11.400001,2.0,No,2
City Hotel - Delhi,0,97,February,21,BB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0,Transient,141.3,0,2,Delhi,18.714584,0.0,3.0,Yes,5
City Hotel - Pune,0,20,February,13,BB,BEL,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,151.0,0,1,Pune,24.120834,0.0,2.0,Yes,3
City Hotel - Mumbai,0,0,June,2,SC,GBR,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,134.0,0,0,Mumbai,31.29792,0.2,2.0,Yes,2
City Hotel - Pune,0,80,April,12,BB,NOR,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,83.0,0,Transient,93.25,0,1,Pune,29.335417,0.0,3.0,No,2
City Hotel - Ahmedabad,0,111,June,7,BB,PRT,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,3.0,0,Transient,72.25,0,0,Ahmedabad,35.620834,0.0,2.0,Yes,9
City Hotel - Ahmedabad,0,119,January,17,BB,DEU,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0,Transient,119.28,0,1,Ahmedabad,19.416666,0.0,2.0,Yes,9
City Hotel - Jaipur,0,160,April,1,BB,IRL,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0,Transient,97.56,0,1,Jaipur,26.668753,0.0,2.0,Yes,9
City Hotel - Indore,0,71,September,12,BB,GBR,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,85.0,0,Transient,72.25,0,0,Indore,25.072916,3.0,2.0,Yes,3
